MANEA	1.2049546
TFF2	0.67182434
SCN9A	0.87582195
TFF3	1.1025928
TFF1	1.4423726
ARHGDIB	0.97633606
OR1I1	1.4546928
SHPRH	0.33866066
ATG3	1.082547
MPRIP	1.1577653
HDAC5	0.3221194
ATF6	0.7862167
HDAC4	2.9767475
ATF5	0.99610883
HDAC3	0.53506356
ATF3	3.0568023
HDAC2	1.1719204
ST8SIA6	2.7612014
FAAH	0.4898573
ST8SIA4	1.5328361
ST8SIA5	1.673869
ATF7	1.3393242
11-Sep	1.0451306
SCN8A	1.8725712
HDAC9	2.2322507
HDAC7	0.5554868
HINT3	1.4205594
ATL2	1.7162466
ATL1	0.8082696
HP1BP3	1.8021683
HINT1	1.1027029
HINT2	0.9058784
ATL3	0.8754958
OR1N2	1.3484312
OR1N1	0.21331954
ALS2CR12	1.7039933
ACAD8	0.8013429
SCN7A	1.354676
ALS2CR11	1.3641143
ACAD9	1.1510723
IMPDH1	1.2439728
ACADM	1.6852903
ACADS	0.6362001
GAN	1.7342391
NEXN	0.097127214
ACADL	0.73189026
GAL	0.60712725
GAK	1.1075715
SNRNP200	0.64435697
GAA	1.2636832
MAPRE2	2.3139002
MAPRE1	0.6699923
MAPRE3	0.2656803
UGP2	1.6511112
SLC7A6OS	0.37551165
RBMS2P	1.180193
OR1L8	0.9710223
OR1L6	0.8554258
OR1L3	0.5635193
OR1L1	0.66054857
WDYHV1	1.0722191
TFAM	0.5717032
ATIC	0.833866
DCLK3	2.0435433
DCLK2	2.1467886
SCNN1G	0.7084092
SCNN1B	3.471855
SCN5A	1.1451477
SCNN1A	1.0842837
DCLK1	2.601019
GBA	0.013183495
OR1M1	0.40296334
GCG	0.720105
GCK	1.2652001
CUL4A	0.41060898
MEP1A	1.1454511
MEP1B	2.3729415
SCN4B	0.6996219
FAF2	2.0108173
FAF1	1.2133195
GCA	0.19990182
SCN4A	0.75202674
RAB3GAP2	2.2169545
IL6ST	1.2480284
RAB3GAP1	1.4974363
NELL1	2.7478755
FST	1.1532918
NELL2	1.6513058
PPCS	0.33226696
WWP2	1.6509168
WWP1	1.132238
WWOX	3.0312836
SGPL1	0.9215432
C5AR1	0.02581081
FRY	1.8187282
PPBP	0.2455752
ACAP1	0.73282826
ACAP2	1.4629369
ATP5C1	0.96980524
NEK8	1.2810833
NEK9	0.6170829
OR2D2	1.3282719
OR2D3	2.2347786
CDCA7L	1.792635
NEK4	0.03910132
NEK5	2.0806081
MDH2	0.5495969
NEK6	1.3683534
NEK7	1.5325398
FUS	0.0279824
OR2B3	0.17172688
NEK3	0.8664611
NEK2	1.0209527
NEK1	0.8247782
ACAT2	0.17973284
ACAT1	1.8968807
PPAT	1.0352219
FUZ	1.3494011
NR1H2	0.26544017
PPAN	0.51999307
VRK1	2.4577973
VRK2	1.6792308
VRK3	3.0714505
MAML3	2.554863
OR2C3	0.24245214
NR1H4	0.29825938
OR2C1	1.263763
TYROBP	0.5793842
NR1H3	0.15039635
MDFI	1.8477117
OR2A2	0.7435228
OR2A5	0.9438577
TM2D1	1.458296
MAML1	0.5543958
MAML2	2.4420118
FTO	1.9821323
ALMS1	1.576918
TM2D3	0.40682474
AFG3L2	0.924453
PPA2	2.6691806
PPA1	0.6172627
TNKS1BP1	1.5176983
ZFHX4	1.779369
NR1I3	1.3960981
NR1I2	1.0147532
SUPT16H	0.34017885
FUK	0.044456556
ZFHX2	1.2143143
OR2B2	0.72769415
STEAP3	1.9673812
OR10A5	0.41072077
OR10A6	0.8121974
STEAP4	1.8085489
OR10A3	0.3632113
IER3IP1	2.0307238
OR10A4	0.52549237
EID2B	0.76396686
OR10A2	0.53491473
MITD1	0.1325325
OR10A7	0.35349825
FXN	1.934047
OR2H1	3.6480105
STEAP2	1.6806856
STEAP1	1.7070796
MON1B	1.5922693
MON1A	0.47301492
PARD3	2.0310502
NEO1	0.9344203
OR2G3	0.67985374
OR2G2	1.0534004
NR1D1	1.5212892
IL10RB	0.68909436
NR1D2	1.4213607
MDC1	0.6380834
IL10RA	0.831208
NENF	1.4940364
FYB	1.396964
CSNK1A1L	1.1306509
TEX9	0.56863624
BLVRA	0.4045038
OR2F2	0.11446916
TEX2	0.8359447
OR2F1	0.13223797
MEOX2	1.5205686
MEOX1	1.2727028
FYN	1.8804142
BLVRB	0.5547072
7-Sep	0.9461536
ATP5A1	3.157266
APOBEC3G	1.509199
APOBEC3H	0.6099485
APOBEC3F	0.14290884
APOBEC3C	0.50779855
APOBEC3D	0.50779855
APOBEC3A	1.0842309
TTC21A	1.7256112
FA2H	2.0516849
RAI14	3.6597543
NEBL	2.05061
SEC61B	1.0806081
LSAMP	2.17947
PYGO1	1.0614302
KRTAP22-2	0.018226681
SEC61G	1.8121973
COPS7A	1.173666
COPS7B	0.55814785
GFM2	1.028585
TAGAP	2.063034
GFM1	0.9918258
OR10C1	1.2967947
FN1	1.4295738
TESC	1.6015391
SPTBN5	1.1072934
OOEP	0.22863303
TTC21B	0.54637593
SPTBN4	0.7380238
UBOX5	1.0821271
TET2	1.6343249
TET1	1.3587242
PPIF	0.87451875
PLEKHA4	0.84618515
PPIE	0.96217525
PLEKHA3	1.3544794
PLEKHA6	2.6621416
TET3	1.3673403
PPIH	0.92701524
PPIG	0.37695757
PLEKHA5	1.2245352
PLEKHA8	0.75870264
PPIB	0.4064924
PLEKHA7	1.5319482
FLG	0.39685562
PPIA	0.09167586
PPID	0.83091366
PLEKHA9	0.6761294
PPIC	0.4301581
SPTBN2	1.0117979
SPTBN1	2.4264321
ANTXR2	1.1769825
ANTXR1	1.9186527
SCMH1	1.618524
PLEKHA2	0.72885567
PLEKHA1	0.9076303
SGPP1	1.0436394
SGPP2	1.1957924
PPOX	0.212823
CBFA2T3	0.97633606
CBFA2T2	1.4739193
PLEKHB2	1.1798643
FOS	2.7028964
PLEKHB1	1.2636034
EXOC3L2	1.8141747
ACOT11	1.1544679
ACOT12	3.4717262
ACOT13	0.9590023
MDN1	0.92701524
TERT	1.014349
RPL31P5	0.13519236
NLRP7	1.975925
TTC23L	0.9863203
NLRP6	0.73707455
NLRP5	2.1435733
NLRP4	1.8800846
CAMK1G	1.3594192
RALBP1	0.8961963
PPAP2C	1.1170772
NLRP9	1.3737624
NLRP8	2.3478503
OR10J5	0.48399377
OR10J3	0.7582046
NLRP3	1.4426131
NLRP2	0.58670026
PLEKHC1	1.1701819
ZMIZ2	0.7896815
ZMIZ1	1.7387371
MDM2	0.48585087
MDM4	1.6742791
MDM1	1.5237482
CAMK1D	1.9812995
FRK	1.3264261
CAMK2G	0.7880789
TIPARP	0.86742014
OR10G2	1.673869
OR10G3	1.7099653
OR10G6	0.55486304
OR10G7	0.9913998
OR10G8	0.5273898
TEPP	1.1286023
HINFP	0.9897
CAMK2D	1.7592013
NEFH	0.07675598
CAMK2B	1.3897659
GFI1	0.5920995
PPAP2A	2.088576
PPAP2B	1.2185318
NEFL	1.3294759
CAMK2A	1.6375176
PPWD1	0.70663744
NEFM	0.7572102
OR10H1	2.147947
PARK2	2.8774564
OR10H5	1.9450041
OR10H4	1.6920763
OR10H3	0.79560864
AMMECR1L	0.935542
PARK7	1.0838621
OR10H2	0.79560864
ATXN1	2.8629625
ATXN2	0.10083636
ATXN3	0.60380065
ENDOG	0.109746695
ATXN7	1.0897492
TEP1	0.75251776
CUEDC1	2.2802546
BMPR1B	1.7449689
BMPR1A	2.7444863
RPL18	0.36101183
RPL14	0.097616315
RPL13	0.14152296
RPL15	1.2892904
PVRIG	1.2738435
ACBD7	0.1585154
ACBD6	1.7031156
ACBD5	1.2745785
ACBD4	0.5198493
ACBD3	1.9871628
MALL	0.047401264
AIF1L	0.3283644
RPL11	1.6358243
AUP1	0.036826283
PTPRJ	2.3051317
PTPRK	1.9918258
OR2S2	0.9175737
OPA3	1.6057235
PTPRM	2.0678816
OPA1	2.2786841
PTPRF	0.58153296
PTPRG	2.315963
FAM108C1	0.87582195
PTPRH	1.7037737
PTPRR	1.5973947
PTPRS	1.7079656
PTPRT	3.3129172
PTPRU	1.6363881
PTPRN	1.14917
PTPRO	1.1442386
PTPRQ	1.9858997
OR10K1	1.4692881
OR10K2	0.629117
FAM108B1	0.31524438
ATP5SL	0.19280334
ACADSB	0.9385475
PPT2	0.4903943
HFE	0.87354386
PPT1	3.031517
SDHAF1	0.81673014
PVRL4	1.1477641
PVRL1	1.8410348
PVRL3	1.415895
PVRL2	0.7953375
OR2T8	0.65541124
UNC45B	0.17652577
UNC45A	1.0805035
RANBP17	1.7332981
NPLOC4	0.39772293
HGF	2.488384
FAM108A4	0.16583371
HSPA12A	1.7394516
HSPA12B	1.1096908
MAP2	2.998699
HGS	0.7961515
MAP4	1.3551676
NUTF2	0.39609817
MAP7	0.89245087
MAP6	0.81360877
MAP9	2.0432556
RANBP10	0.21824463
ASPDH	0.6029295
HLF	1.8585502
OR2V1	1.6635402
OR2V2	1.2825792
COPB2	0.69186264
POMGNT1	0.008640997
ADCK1	2.057992
ADCK2	1.1713401
COPB1	0.38510278
MAPT	0.9182927
HLX	1.4325031
ADCK4	1.1850203
ADCK5	0.950782
OR10P1	0.4336804
ARHGEF4	1.8820661
ARHGEF3	2.4197595
ARHGEF2	0.50849825
ARHGEF1	0.40693557
ARHGEF7	1.6815193
GMEB2	0.93591654
GMEB1	0.45767263
ARHGEF5	2.2067685
LEUTX	0.8823973
HN1	0.42504323
OR2W3	0.70071065
OR2W1	3.5850267
RPL41	1.8057632
RPL3L	1.273762
CYBRD1	1.1565181
GANAB	0.3938337
RPL35	0.5340226
HK2	1.8007935
GNG13	0.8256494
NLRX1	0.35271487
HK1	1.2927706
RPL37	0.83032554
GNG11	0.39415646
GNG12	1.2795099
RPL38	2.2819138
RPL30	0.7736579
RPL32	0.5297366
HPSE2	1.9344202
RPL31	0.30821148
HK3	0.8572978
RPL34	0.90868485
MAS1	0.60765487
SLC4A8	1.0005214
SLC4A7	1.9726504
OR10R2	1.4701848
RANBP3L	1.4163479
RNF216L	1.0395768
PPY2	1.5436339
OR2Y1	1.0696114
RPL26	0.31184724
EXPH5	0.7349462
RPL27	0.09458193
RPL24	1.8320922
RPL28	0.9854795
ATPGD1	0.58670026
RPL29	0.49661794
RPL23	0.31095767
RPL22	0.10946721
RPL21	0.8256494
GNG10	0.4842586
BNIP3L	2.3989184
OR10Q1	0.73282826
CTNNAL1	1.0899094
CAPZA3	1.2749872
OR2J3	0.5550189
CAPZA2	1.32468
OR10T2	0.81701505
CAPZA1	0.4621809
OR2J2	1.0818124
SH2D7	0.9578184
SH2D5	0.6487837
SH2D6	0.70663744
LONRF1	1.4361631
LONRF2	0.64531547
MATK	1.5457652
PHRF1	1.1221681
OR10S1	1.303731
HAL	1.3168628
OR2K2	1.4007721
TECR	2.1857524
NFU1	0.58989793
COPG2	0.58989793
SRXN1	1.9792246
MAVS	1.2276783
CNTFR	0.78727984
SLC48A1	0.7223908
JUND	0.2505729
LYSMD2	0.31300643
LYSMD1	1.2290008
LYSMD4	0.8894103
LYSMD3	0.3749964
OR10W1	0.93255717
OR2M7	1.5257838
TLR10	2.0646439
ATP5J2	0.23165794
OR2M2	1.2927706
OR2M3	1.0963132
OR2M4	0.84801763
OR2M5	0.20620961
OR10V1	0.7000571
DUOX2	1.0147532
WWC1	1.9325571
PIP5K1B	1.0994691
DUOX1	0.37120253
PIP5K1C	0.41839164
WWC2	1.7624563
PIP5K1A	0.042009823
HDC	1.2274582
CSF2RB	1.9193735
CABLES2	0.57790285
IPMK	1.488384
CABLES1	2.335076
NFX1	0.79832983
CSHL1	0.5679933
MRC1L1	0.614215
PIP5K2A	1.4203308
PIP5K2B	0.96377045
IPO9	1.2259212
IPO8	1.5505216
IPO7	1.1908444
IPO4	1.3121145
IPO5	1.6703987
OR10X1	2.1177032
BTAF1	1.2244624
HBM	0.6583677
NR3C2	2.3005092
NFYC	1.7700623
NFYB	0.75006825
ATP5G2	0.838632
NR3C1	1.6055483
NFYA	0.44466367
ATP5G1	0.4199879
ESYT2	1.1976368
ATP5G3	0.92996216
ESYT3	1.3438059
UFM1	1.4255058
SH2B3	0.4355707
SH2B2	0.26857242
SH2B1	0.67345935
A4GNT	0.57381415
HBB	0.56035155
HBD	0.26137796
SCLT1	0.8150248
CNTD2	0.048031416
SAAL1	0.8566729
HCK	1.7110804
ATP5F1	0.036070578
DACH1	2.194431
OR10Z1	0.3390397
ZRANB2	0.92372376
ZRANB1	0.65797234
ZRANB3	1.4974363
IPPK	0.8401322
ADCY3	1.4418917
ADCY4	2.2388241
ADCY1	1.870955
ADCY2	2.2704303
ADCY7	0.7654827
QPCTL	0.47159755
ADCY8	2.0601315
OVCH1	2.0893755
OVCH2	1.6871881
ADCY5	2.0387688
ADCY6	0.86614186
DUPD1	0.66374046
PSKH2	2.6226938
MEI1	0.45817122
RTBDN	0.90413356
PSKH1	1.0147982
ZRSR1	1.5329841
DEPDC1B	1.5055671
DEPDC6	3.934047
DEPDC7	0.26536015
DEPDC1	1.6083593
TAF6L	0.66635126
DEPDC4	0.82681376
DEPDC5	1.9193735
CRCT1	0.20516354
KIAA0947	2.2439728
OR6W1P	0.44867203
FCER1G	0.24048324
FCER1A	0.7582046
ANKMY2	1.161088
ANKMY1	1.1467278
ADPRH	0.35991627
YY1AP1	0.13894376
KIAA0922	1.6183435
PSORS1C2	2.7827795
PSORS1C1	5.14966
IL5RA	1.5617741
COPS2	0.6848697
COPS5	0.6685727
HIP1R	1.0677292
COPS3	0.6176227
OR11A1	1.2967947
COPS8	1.0461437
CAMKK1	0.80799043
CAMKK2	0.96217525
TTC30A	0.9597934
TTC30B	0.5922693
NR2F6	0.63078415
DOCK10	1.9318142
NR2F2	2.0878842
NR2F1	1.5932895
GEN1	0.10812817
MED6	1.406271
MED7	0.4163479
MED4	0.4392567
MED9	1.0400052
AVEN	1.2881927
MECR	0.96738124
MED1	0.21253952
PLEK2	1.2262866
NFS1	0.36331156
MEFV	0.45456916
MEG3	2.6064248
OPN5	0.6974526
ADCY9	1.7256112
OPN3	1.6561977
OPN4	1.8651856
MAEA	1.7557229
ARNT2	4.10386
MAEL	0.8113527
KLHL3	1.1794045
KLHL2	1.7535014
GP9	0.823041
KLHL1	2.3457272
KLHL7	1.5383514
KLHL8	1.2657604
KLHL5	1.0280751
GP5	0.9419538
KLHL6	1.8863908
DYSF	2.9523358
GP6	0.806041
KLHL9	0.7859513
GP2	1.6104796
SLC4A2	0.44045246
SLC4A1	0.7662426
PARD3B	1.8241984
SLC4A4	1.307065
SLC4A3	1.7969671
SLC4A5	1.145937
GUSBL1	1.7290883
IQCK	1.9931062
MADD	0.45210227
ARNTL	2.1804562
MEPE	1.0769633
GNS	0.15403424
IQCH	0.997402
IQCG	1.1901038
IQCJ	2.4209027
IQCD	1.0261797
OR2Z1	0.46344155
IQCC	0.61136603
IQCE	1.0019151
COPZ2	0.7961515
GNE	0.6518899
COPZ1	1.8563608
DSCAML1	2.3161428
OR11G2	1.7627077
PTPLB	1.6579723
SLC30A1	1.6161846
PTPLA	1.3453423
SLC30A4	0.42010212
SLC30A5	3.1651344
SLC30A2	0.12708656
SLC30A3	0.055862926
SLC30A8	2.2642415
AXIN2	1.8144579
GML	1.4365189
SLC30A9	1.2052332
SLC30A6	0.73048705
SLC30A7	0.77031815
MEST	0.18722029
AXIN1	1.3990271
PTPN7	0.5491353
PARD6B	0.3942641
MAFF	0.35644862
PTPN6	1.0847585
PTPN9	0.66414106
NFE2	0.5547072
PTPN3	0.90552884
MAFB	1.8486302
PTPN2	1.3119363
PTPN5	1.4960732
PTPN4	1.1103063
OR11H4	1.3896593
MAFK	0.2338103
CD46P	0.6865546
DYTN	1.1753535
OR11H6	1.7392133
GLS	1.0600317
PTPN1	2.003007
PARD6G	0.5101821
MAFA	0.7785858
KIAA0913	0.08423094
ECHDC1	0.99396205
ECHDC2	0.015922965
ECHDC3	1.2755603
MEN1	0.8398317
GSS	1.1149216
GSR	1.3473669
TDO2	0.74593556
GSN	0.6302277
TTC39C	1.1069044
IFNGR2	0.5683147
FTSJ2	0.485054
TTC39B	1.9621753
IFNGR1	1.2836627
FTSJ3	0.35349825
TTC39A	0.3055703
KIAA0907	0.053842604
GSC	2.3729415
RASL12	0.74280155
GRP	2.6124322
BVES	0.84073365
GRN	1.0968558
BUB1B	1.3653213
HAGHL	0.8353498
MELK	1.8074325
MAL2	1.2005216
RTN4RL1	1.8449677
ADPGK	1.5117314
RSAD2	0.53135735
NFIX	1.866461
RSAD1	0.924453
4-Mar	1.8651856
SH3GLB2	1.7456937
SH3GLB1	0.7411234
RTN4RL2	0.51272017
RCSD1	1.5297365
BAHD1	0.822175
PTPRB	2.0794072
PTPRC	2.0844946
PTPRD	3.5946536
PTPRE	1.9186527
OR11L1	0.6639407
PTPRA	2.1187866
GPI	0.2586908
OR3A3	0.17743966
TDP1	0.47417805
OR3A1	0.8021683
OR3A2	0.7607005
GPT	0.019178834
NFIC	1.6074789
NFIA	2.4512422
NFIB	3.188157
SPTAN1	0.4064924
SGMS2	1.1688343
SAA3P	1.2755603
SGMS1	1.9649707
AGTR1	1.4433358
ILK	1.3892334
PATZ1	1.1545298
INA	0.26480046
F7	0.71018815
F5	1.1208467
CD320	0.27043027
F3	2.8458805
MC2R	2.5670307
F2	1.1521807
PRKRIP1	0.84254324
MADCAM1	1.6174427
ARL8A	0.84073365
ARL8B	1.0569509
SLC30A10	3.3573377
GC	1.3150649
PABPC4	1.1761998
AHCTF1	0.50654197
KIAA1919	0.40263394
IL17C	0.77520806
IL17D	0.17444406
SULT4A1	0.7632109
PEA15	0.7173779
IL17A	1.2155254
IL17B	0.7977842
INS	0.83032554
IL17F	1.1209615
PABPC3	1.7840981
FH	1.0049355
LAPTM4B	1.2240257
LAPTM4A	1.8680607
VDAC2	0.98254925
VDAC3	0.001174181
VDAC1	2.5197055
APCDD1L	0.9609827
MCPH1	3.198665
OPRM1	2.7961516
KCNAB2	0.54030603
KCNAB1	2.1321201
DPP10	2.6511114
RPS19P3	0.21056032
ARL5A	0.6542343
NCCRP1	1.1255182
MC5R	2.7915587
ARL5C	0.5818645
ARL5B	1.1869531
KDELR1	0.54363394
IHH	0.18581901
KDELR3	0.24033216
KDELR2	1.4981195
ARL4P	1.1578902
HYAL1	0.31758413
KIAA1949	3.0819173
HIST1H1E	1.1098026
HIST1H1D	2.1915865
HYAL3	0.057148993
HIST1H1C	0.031703886
HIST1H1B	2.1907096
HIST1H1A	0.66434157
CNPY3	1.1897675
CNPY2	0.12575018
CNPY1	1.4038429
OSTM1	1.7223908
HYAL4	0.9219059
HIST1H1T	0.099523626
IL12A	1.4103855
SORT1	0.723998
IL12B	1.4203308
ARL4D	1.1099144
ARL4C	2.6466608
ARL4A	2.064543
C7	1.0952303
BCMO1	1.1515646
C9	1.567191
EXOC7	0.38987237
KIAA1958	1.094852
C3	1.2457281
EXOC8	0.26688302
OPRK1	1.3709984
C6	1.1798643
C5	1.025028
LRRTM4	2.4628108
LRRTM3	0.64589155
LRRTM2	0.42227846
LRRTM1	0.9129288
EXOC4	1.4799097
EXOC3	1.2712405
EXOC6	2.083125
EXOC5	2.6615436
MC3R	0.87160075
C2	1.2962788
NBEAL2	0.008021209
EXOC2	2.565431
NBEAL1	1.1715335
EXOC1	1.6998395
IL4	1.0673233
IL3	1.7809397
IL6	1.7361274
IL5	0.81587666
IL8	1.3975059
IL7	2.5533075
OPRL1	0.6914356
CS	0.24443002
IL9	1.2435921
NTNG1	2.6511114
NTNG2	1.381638
KIAA1967	0.26536015
MC4R	4.0348454
CP	0.54591775
CD302	0.3793435
IL2	0.1335945
PRC1	1.2413908
RBM15B	0.9314431
IDE	0.9461536
KNTC1	1.2947352
TXLNA	0.0050233263
TXLNB	0.9918258
LZTFL1	1.4636941
CXCL12	1.7176045
FDFT1	0.57560843
CYGB	0.6857113
MB	2.148497
PABPN1	0.7964232
BEND4	1.0604309
BEND3	1.3855246
BEND6	1.3679478
BST2	0.47211245
BEND5	1.844057
BST1	1.3527149
BEND7	2.2360482
POLR2J4	0.8471004
PRCD	0.26608086
PRCC	3.7464197
PRCP	2.133181
ABCA8	1.8416375
ABCA7	0.6940041
HIST1H4L	0.05734719
ABCA9	0.7368375
MAPKAPK5	0.17822453
MAPKAPK3	1.0091729
ABCA2	0.44490555
ABCA1	1.9767475
MAPKAPK2	1.3836296
ABCA4	1.6792308
ABCA3	1.2771194
NP	0.90448195
ABCA6	0.3114912
ABCA5	0.9645703
TTYH3	1.2137456
KDELC1	1.5883803
KDELC2	0.5238933
HIST1H4A	0.027612
TTYH2	1.3180355
TTYH1	0.8096683
HIST1H4E	0.83654046
OR2T33	0.7700623
HIST1H4F	2.2136745
HIST1H4C	0.57413983
HIST1H4D	0.8690233
HIST1H4J	0.5259295
HIST1H4G	0.3006827
HIST1H4H	1.5064025
PRB2	1.361411
HIST1H3J	0.8306195
PRB3	0.26841125
ABCB9	0.42678016
PRB1	2.556737
S100P	0.72445834
ABCB8	0.5625666
RBM12B	1.9961089
PRB4	0.55814785
IGJ	0.47820836
NR4A2	2.3414164
JRKL	2.6320853
NR4A1	0.77134305
ABCB1	1.0453234
NR4A3	0.79102147
S100Z	1.1540961
CYB561	0.0660574
ABCB5	1.4385408
ABCB4	0.7896815
DNMBP	0.9182927
CXCL17	0.19579239
FREM3	0.86327946
CXCL14	0.5984272
S100B	1.4990778
FREM2	1.5780672
CXCL13	1.2078886
CXCL16	0.41251352
FREM1	4.1092997
PRAC	0.42354345
HIST1H3B	0.24787469
HIST1H3C	0.065047294
HIST1H3G	2.13389
PC	1.6196078
CYC1	0.46699098
HR	0.48744902
HP	0.47560388
LACE1	1.3743789
OR2T12	0.29946935
HNRNPCL1	1.6823545
LRRFIP2	0.3192114
LRRFIP1	1.6697892
IK	1.2088008
AVL9	2.4314463
CYCS	1.3693688
NEK10	2.339514
NEK11	0.8992849
TXNRD3	1.0270108
TXNRD2	0.96537155
TXNRD1	1.453334
EHBP1L1	0.81644547
SLC47A1	1.6946486
KRT8P12	1.2876871
KRT8P11	1.5534629
SLC47A2	0.75547546
PAIP2B	1.575445
HIC2	0.04431225
MPPE1	1.094852
AVIL	0.24802843
OLR1	0.8032713
KL	0.9266483
KY	1.2339592
ZBED2	0.26272783
CYBA	1.1447839
ICK	0.59345984
ID2	2.2198267
ZBED5	0.7015836
ID1	1.6651443
ZBED4	1.2231536
ZBED3	1.0745332
ID4	2.7033348
ID3	0.509199
IQUB	1.9965395
OPRD1	2.0609303
HIRA	0.6651443
TRAPPC2L	0.27654433
KRTAP20-1	1.0292813
TPD52	1.289375
NSMAF	2.8616972
PRLH	0.41240126
GTPBP1	0.77780396
GTPBP4	0.42643222
GTPBP3	0.33885014
GTPBP5	2.474696
GTPBP8	0.3032942
UNC5CL	0.9775716
CATSPER4	1.0771707
CATSPER2	0.46699098
CATSPER3	1.3864753
KRTAP20-4	0.029049065
KRTAP20-3	0.9863203
CATSPER1	1.0900698
C21orf81	1.4467239
C14orf1	0.5813673
MAP3K7IP1	0.5956795
C14orf2	0.5309147
CATSPERB	1.4073792
C14orf4	1.9523358
C21orf86	0.9182927
RAB40C	1.1740549
EPHB3	0.27876663
EPHB4	1.121938
EPHB1	2.2140298
MAP3K7IP2	1.8130437
RAB40B	0.36997914
EPHB2	2.5718653
EPHB6	0.1763302
NGRN	1.7843624
SLC31A2	1.1823685
SLC31A1	0.6315272
HIP1	1.0375834
C21orf91	1.0704789
RTCD1	0.87224746
UTS2D	0.9863203
CELSR3	0.08772479
CELSR2	0.9645703
CELSR1	1.6451236
HS1BP3	1.1763302
EPHA1	1.022185
EPHA2	1.2940508
EPHA3	1.6629403
PXDNL	1.3610119
EPHA5	2.2790968
EPHA4	1.8738686
EPHA7	1.6239709
OR12D3	4.11702
EPHA6	1.1259823
EPHA8	0.76396686
C21orf88	0.90448195
C21orf87	1.0888957
BEGAIN	1.2404077
UTS2R	0.72307885
GHSR	0.9404366
PRH1	0.67019546
PRH2	0.39168796
C21orf63	0.6765416
C21orf62	0.32587403
CDCP1	1.9821323
TAS1R1	0.6937895
CDCP2	2.211478
TAS1R2	0.90066475
EFHD2	1.4951216
EFHD1	1.367644
TRAPPC6A	0.41510364
C21orf58	0.4012095
C21orf59	0.8043771
C21orf56	0.7878124
C21orf57	0.117020346
C21orf54	1.3300326
TRAPPC6B	0.8664611
PATE1	0.4186193
PRG3	0.5743028
PRG4	1.2473371
